,sublimations_0,sublimations_1,sublimations_2,sublimations_3,sublimations_4,sublimations_5,sublimations_6,sublimations_7,sublimations_8,sublimations_9,sublimations_10,sublimations_11
https://www.zenithwakfu.com/builder/eb31f,Cicatrisation III,Cicatrisation III,Contre-attaque III,Barrière Distance III,Barrière Mêlée III,Ruine III,Retour d'Armure II,Retour d'Armure II,Contre-attaque III,Retour enflammé II,Brutalité,Aura de Flammes
https://www.zenithwakfu.com/builder/d586a,Dernière armure III,Dernière armure III,Carapace II,Conservation III,Expert des Parades II,Cicatrisation III,Ecailles de lune III,Ecailles de lune III,Vélocité II,Cicatrisation III,Science du placement,Robuste
https://www.zenithwakfu.com/builder/498ef,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/f983f,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/02660,Dernière armure III,Dernière armure III,Carapace II,Conservation III,Expert des Parades II,Cicatrisation III,Dernier soin III,Dernier soin III,Ravage III,Cicatrisation III,Science du placement,Robuste
https://www.zenithwakfu.com/builder/0dc27,Valeur ajoutée III,Brûlure III,,Tabass'Carapace III,Vivacité II,Ruine cyclique II,Courage III,Courage III,Ruine III,Ruine III,Constance II,Calibrage
https://www.zenithwakfu.com/builder/69c16,Dernière armure III,Dernière armure III,Carapace II,Conservation III,Expert des Parades II,Cicatrisation III,Dernier soin III,Dernier soin III,Ravage III,Cicatrisation III,Science du placement,Robuste
https://www.zenithwakfu.com/builder/15d00,Dernière armure III,Dernière armure III,Carapace II,Conservation III,Expert des Parades II,Cicatrisation III,Dernier soin III,Dernier soin III,Ravage III,Cicatrisation III,Science du placement,Robuste
https://www.zenithwakfu.com/builder/a4a61,Valeur ajoutée III,Brûlure III,Ravage III,Tabass'Carapace III,Vivacité II,Ruine cyclique II,Courage III,Courage III,Ruine III,Ruine III,Constance II,Calibrage
https://www.zenithwakfu.com/builder/ec06c,Influence III,Influence III,Expert des armes légères III,,Neutralité II,Neutralité II,Ambition III,Ambition III,Carnage III,Carnage III,Dénouement,Brasero
https://www.zenithwakfu.com/builder/5e047,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/b6f79,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/b4a78,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/90c49,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/9fb4f,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/e3bd8,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/786ff,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/4931a,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/04cc9,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/5d1a8,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/12951,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/3bf3d,Influence du Wakfu II,Abandon II,Profit II,Ambition III,Ambition III,Neutralité III,Profit II,Puissance brute I,Influence lente III,Sanguinolence III,Dénouement,Lunatique II
https://www.zenithwakfu.com/builder/c2ffb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/440eb,Dernière armure III,Dernière armure III,Carapace II,Conservation III,Expert des Parades II,Cicatrisation III,Dernier soin III,Dernier soin III,Ravage III,Cicatrisation III,Science du placement,Robuste
https://www.zenithwakfu.com/builder/a0ff6,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/3dc8a,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/463b8,Carnage III,Influence vitale III,Retour PA II,Ravage III,Visibilité II,Retour PA II,Influence III,Influence III,Influence vitale III,Carnage III,Concentration Elémentaire,Par-delà la barrière
https://www.zenithwakfu.com/builder/e88d0,,,,,,,Carapace II,,,Ravage III,Anatomie,
https://www.zenithwakfu.com/builder/e1822,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/51fca,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/aaf65,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/fc14f,Influence du Wakfu II,Ruine III,Carapace II,Ruine III,Evasion III,Vision intermédiaire III,Vision intermédiaire III,Ravage III,Critique Berserk III,Critique Berserk III,Mesure III,Calibrage II
https://www.zenithwakfu.com/builder/64970,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/03fbf,Evasion III,Agilité vitale II,Prétention II,Interception III,Abandon II,Vélocité I,Volte-face II,Tolérance II,Prétention II,Prétention II,Force Herculéenne,Pétillance
https://www.zenithwakfu.com/builder/490c4,,Agilité vitale II,Prétention II,Interception III,Abandon II,Vélocité I,Tolérance I,Tolérance I,Prétention II,Prétention II,Force Herculéenne,
https://www.zenithwakfu.com/builder/e7537,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/2443c,Poids Plume III,Neutralité III,Force vitale II,Sauvegarde II,Valeur ajoutée III,Ruine III,Ventilation III,Influence III,Ruine III,Influence III,Concentration Elémentaire,Alternance II
https://www.zenithwakfu.com/builder/4f49c,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/9f5d0,Temporisation I,Armure lourde II,Puissance brute III,Ravage III,Embuscade écartée III,Courage III,Courage III,Embuscade écartée III,Sauvegarde II,,,
https://www.zenithwakfu.com/builder/53378,Embuscade écartée III,Dernier souffle III,Vivacité I,Critique Berserk III,Puissance brute III,Dernier souffle III,Influence du Wakfu II,Ravage III,Embuscade écartée III,Critique Berserk III,Brutalité,Lunatique
https://www.zenithwakfu.com/builder/a5603,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/5da30,Force vitale II,Influence III,Influence III,Influence vitale III,Influence vitale III,Influence du Wakfu II,Stupéfaction II,Stupéfaction II,Expert des armes légères III,Expert des armes légères III,Concentration Elémentaire,Lunatique
https://www.zenithwakfu.com/builder/da356,Embuscade écartée III,Dernier souffle III,Vivacité I,Critique Berserk III,Puissance brute III,Dernier souffle III,Influence du Wakfu II,Ravage III,Embuscade écartée III,Critique Berserk III,Brutalité,Lunatique
https://www.zenithwakfu.com/builder/44a94,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/50c18,Ruine II,Ruine II,Ventilation II,Valeur ajoutée III,Ravage I,Ruine II,Courage III,Courage III,Ruine cyclique II,,,
https://www.zenithwakfu.com/builder/ed28c,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/77869,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/d0ce2,Influence II,Influence II,Influence II,Longueur II,Longueur II,Longueur II,Poids Plume II,Poids Plume II,,,Furie II,Contrôle du temps
https://www.zenithwakfu.com/builder/fb20c,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/d1a6d,Brûlure III,Influence III,Représailles III,Influence III,Influence lente III,Persistance II,Carapace II,Puissance brute II,Influence du Wakfu II,Acribie III,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/19b97,Embuscade III,Embuscade III,Gel II,Ravage II,Tellurisme II,Gel II,Dérobade continue III,Dérobade continue III,Ravage II,Tellurisme II,Constance,Par-delà la barrière
https://www.zenithwakfu.com/builder/03760,Influence III,Ruine III,Abandon II,Abandon II,Ventilation III,Ruine III,Ambition III,Ambition III,Valeur ajoutée III,Neutralité III,Concentration Elémentaire,Sentinelle
https://www.zenithwakfu.com/builder/346ca,,,,,,,,,Ravage III,,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/c508a,Neutralité I,Influence vitale III,Influence vitale III,Brûlure III,Neutralité III,Ruine III,Ambition III,Ambition III,Ruine III,Tabass'Carapace III,,
https://www.zenithwakfu.com/builder/041c5,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/29177,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/03961,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/a09b1,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/59419,Sauvegarde II,Sauvegarde II,Force vitale II,Sauvegarde II,Profit II,Ravage III,Carapace II,Influence lente III,Profit II,Sanguinolence III,Concentration Elémentaire,Par-delà la barrière
https://www.zenithwakfu.com/builder/7e247,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/d049e,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/cb7e9,Carnage III,Conservation III,Contre-attaque III,Influence III,Influence III,Influence lente III,Influence lente III,Manie III,Ravage secondaire II,Ravage secondaire II,Mesure,Renaissance
https://www.zenithwakfu.com/builder/10f61,Critique Berserk II,Critique Berserk II,Retour enflammé II,Contre-attaque II,Contre-attaque II,Contre-attaque II,Ruine II,Embuscade II,Critique Berserk II,Ruine II,Furie,
https://www.zenithwakfu.com/builder/67f3d,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/8a4d8,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/244c5,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/68445,Persistance II,Expert des armes légères III,Retour PA II,Critique Berserk III,Critique Berserk III,Influence du Wakfu II,Expert des armes légères III,Ravage III,Brûlure III,Puissance brute II,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/15d9f,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/8c177,Cicatrisation III,Ravage III,Embuscade III,Embuscade III,Influence lente III,Cicatrisation III,Carapace II,Expert des Parades II,Dérobade lente II,Focalisation II,Inflexibilité,Stasification
https://www.zenithwakfu.com/builder/3382d,Brûlure II,Retour PA II,Force vitale II,Influence III,Influence III,Influence du Wakfu I,,Puissance brute I,Brûlure II,Retour PA II,Contrôle de l'espace,Energie ancestrale
https://www.zenithwakfu.com/builder/da08b,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/40999,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/8cfed,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/0336e,,,,Embuscade III,Embuscade III,Critique Berserk III,Brûlure III,Critique Berserk III,Influence lente III,Ravage III,Mesure III,Stasification
https://www.zenithwakfu.com/builder/65e6c,Influence vitale III,Force vitale II,Visibilité II,Retour PA II,Puissance brute I,Ravage II,Influence III,Ravage II,Influence du Wakfu II,Influence vitale III,,Lunatique
https://www.zenithwakfu.com/builder/65bdf,,,,,,,,,,,Maniement : Deux mains,Stasification
https://www.zenithwakfu.com/builder/0a583,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/13fed,Influence du Wakfu II,Destruction III,Carapace II,Destruction III,Sanguinolence III,Puissance brute III,Poids Plume III,Influence vitale III,Ravage III,Influence vitale III,Elémentalisme,Par-delà la barrière
https://www.zenithwakfu.com/builder/6723a,Ruine III,Ruine III,Courage III,Contre-attaque III,Poids Plume II,Poids Plume II,Carapace II,Courage III,Ravage III,Wakfu Berserk III,Constance II,Stasification
https://www.zenithwakfu.com/builder/7b99b,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/a2bb9,Critique Berserk II,Critique Berserk II,Retour enflammé II,Contre-attaque II,Contre-attaque II,Contre-attaque II,Ruine II,Embuscade II,Critique Berserk II,Ruine II,Furie,
https://www.zenithwakfu.com/builder/a1149,Cicatrisation III,Carapace II,Visibilité II,Dérobade lente II,Poids Plume III,Vélocité II,Dérobade lente II,Dévastation III,Ravage III,Cicatrisation III,Concentration Elémentaire,Garde levée
https://www.zenithwakfu.com/builder/9a3dd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/699ea,Sanguinolence III,Tellurisme III,Profit II,Profit II,Puissance brute III,Influence lente III,Profit II,Influence III,Ravage III,Influence III,Concentration Elémentaire,Stasification
https://www.zenithwakfu.com/builder/35b85,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/18181,,,Prétention II,Théorie de la matière II,Prétention II,Vélocité I,,,Prétention II,Secret de la vie II,,
https://www.zenithwakfu.com/builder/11a72,Sanguinolence III,Tellurisme III,Profit II,Profit II,Puissance brute III,Influence lente III,Profit II,Influence III,Ravage III,Influence III,Concentration Elémentaire,Stasification
https://www.zenithwakfu.com/builder/73a18,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/44dbd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/83dfa,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/15bd2,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/6c4fb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/716d2,Influence III,Influence vitale III,Force vitale II,Agilité vitale II,Visibilité II,Vélocité II,Influence III,Secret de la vie II,Influence vitale III,Carapace II,Engagement,Alternance
https://www.zenithwakfu.com/builder/5d2fd,,,Carapace II,,,,,,,,,
https://www.zenithwakfu.com/builder/79d87,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/1cb7c,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/996b6,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/0897f,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/c1881,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ef431,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/0ec8b,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/f7bb4,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/0dbbd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/e8fee,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/a0917,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/e9de7,Influence I,Influence I,Influence I,Influence I,Influence I,Influence lente II,,Influence I,Influence lente II,Influence du Wakfu II,,
https://www.zenithwakfu.com/builder/ae6aa,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/899d6,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/7275b,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/923f4,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/aea0d,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/c5b83,Influence I,Influence I,Influence I,Influence du Wakfu I,Influence du Wakfu I,Influence I,Influence I,Influence I,,,,
https://www.zenithwakfu.com/builder/b3bee,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/6725c,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/93b05,Enveloppe rocheuse III,Cicatrisation III,Barrière Mêlée III,Dimensionnalité II,,Cicatrisation III,Enveloppe rocheuse III,,Visibilité II,,Pilier,Cuirasse singulière
https://www.zenithwakfu.com/builder/9984d,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/b35eb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/3a474,Influence du Wakfu II,Persistance II,Retour PA II,Influence III,Influence III,Brûlure III,Retour PA II,Force vitale II,Puissance brute I,Ravage III,Concentration Elémentaire,Energie ancestrale
https://www.zenithwakfu.com/builder/c7e12,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/37e75,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/274d3,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/99d4c,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/e7766,Ambition III,Ambition III,Retour PA II,Neutralité II,Neutralité II,Brûlure III,Gel III,Influence III,Influence III,Puissance brute II,Dénouement,Alternance
https://www.zenithwakfu.com/builder/e5f06,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/544ef,Préparation critique III,Temporisation III,,,,,,,,,,
https://www.zenithwakfu.com/builder/d1381,,Cicatrisation II,Cicatrisation II,Abandon II,Abandon II,Vélocité II,,,,,Force Herculéenne,
https://www.zenithwakfu.com/builder/9e159,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/e3659,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ce0c1,Influence du Wakfu I,Influence du Wakfu I,,Influence I,Influence I,Influence I,,Influence I,Influence I,Influence I,,
https://www.zenithwakfu.com/builder/107cb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/c2b6e,Prétention III,,Abandon II,Ambition III,Ambition III,Cicatrisation III,,,,Abandon II,,Alternance II
https://www.zenithwakfu.com/builder/63538,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/0ee01,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/6963f,,,,,,,,,,,Concentration Elémentaire,Pétillance
https://www.zenithwakfu.com/builder/6c1f2,Contre-attaque III,Armure lourde II,Ruine cyclique II,Ruine III,Valeur ajoutée III,Ruine III,Précaution III,Frénésie II,Retour enflammé II,Contre-attaque III,Constance II,Aura de Flammes
https://www.zenithwakfu.com/builder/7f211,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/89294,Brûlure III,Ambition III,Ambition III,Expert des armes légères III,Expert des armes légères III,Neutralité III,Précaution III,Ruine III,Ruine III,Carapace II,Concentration Elémentaire,Aura de Flammes
https://www.zenithwakfu.com/builder/a09ad,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/53bb4,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/4be6e,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/bb43b,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/4664c,Enveloppe rocheuse III,Conservation III,Enveloppe rocheuse III,Allocentrisme II,Longueur d'armure III,Vélocité I,Dévastation I,Théorie de la matière II,Allocentrisme II,,Force Herculéenne,
https://www.zenithwakfu.com/builder/ff11c,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/50901,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/f4716,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/4e6e7,Arcanes II,,,Retour vital I,Contre-attaque I,Retour vital I,,,,,,
https://www.zenithwakfu.com/builder/b34fc,Ruine III,Ruine III,Dévastation III,Agilité vitale II,Armure lourde II,Force vitale II,,Retour vital II,Solidité II,,Concentration Elémentaire,Sentinelle
https://www.zenithwakfu.com/builder/726a6,,,Cicatrisation I,,,,,,,,,
https://www.zenithwakfu.com/builder/5cb68,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/0bee2,Carapace II,,Dérobade lente II,Conservation III,Expert des Parades II,Vélocité II,,Barrière Mêlée III,,,,Garde levée
https://www.zenithwakfu.com/builder/e1f4b,Sanguinolence II,Critique Berserk III,Gel II,Expert des armes légères II,Critique Berserk III,Expert des armes légères II,Expert des armes légères II,Puissance brute I,Gel II,,Lunatique,
https://www.zenithwakfu.com/builder/2d650,Expert des armes légères II,Influence du Wakfu I,Agilité vitale II,Expert des armes légères II,Sanguinolence II,Destruction II,Expert des armes légères II,Sanguinolence II,Destruction II,Destruction II,,
https://www.zenithwakfu.com/builder/500e6,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/9e099,Ravage III,,,,,,,,,,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/3da99,Force vitale II,Influence du Wakfu II,Stupéfaction III,Retour PA II,Retour PA II,Puissance brute I,Ravage III,Acribie III,Brûlure III,,,
https://www.zenithwakfu.com/builder/dea8b,Force vitale II,Puissance brute II,Brûlure III,Influence III,Influence III,Sauvegarde II,Sauvegarde II,Influence vitale III,Ravage III,Influence vitale III,Dénouement,Alternance
https://www.zenithwakfu.com/builder/5eef1,Influence du Wakfu II,Persistance II,Force vitale II,Ravage III,Influence lente III,Puissance brute I,Retour PA II,Influence vitale III,Retour PA II,Influence vitale III,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/f2563,Poids Plume I,Destruction II,Carapace II,Poids Plume III,Influence lente III,,Influence II,Ravage II,Ravage II,,,
https://www.zenithwakfu.com/builder/fdc69,Ambition III,Retour PA II,Retour vital II,Influence III,Influence III,Neutralité II,Neutralité II,Puissance brute I,Ambition III,Retour PA II,Dénouement,
https://www.zenithwakfu.com/builder/ea3e1,Carapace II,Conservation III,,Interception III,,Dérobade continue III,,,,,,
https://www.zenithwakfu.com/builder/87db9,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/d100e,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/95f2b,,,,,,,,,,,,
